rank;rank_w;name1;name2;name3;name4;name5;score;from_url;name6;name7
722;[769];Chantal Le Mouël Laboratoire Études et Recherches Économiques (SMART-LERECO), Département Sciences Sociales, Agriculture et Alimentation, Espace et Environnement (SAE2), Institut National de la Recherche Agronomique (INRA), Rennes/Nantes;/f/ple403.html;Chantal  Le Mouël;Laboratoire Études et Recherches Économiques (SMART-LERECO), Département Sciences Sociales, Agriculture et Alimentation, Espace et Environnement (SAE2), Institut National de la Recherche Agronomique (INRA);;672.62;http://ideas.repec.org/top/top.france.html;;;
723;[865];Andrew Rhodes Institut d'Économie Industrielle (IDEI), Toulouse School of Economics (TSE), ToulouseGroupe de Recherche en Économie Mathématique et Quantitative (GREMAQ), Toulouse School of Economics (TSE), Toulouse;/e/prh18.html;Andrew  Rhodes;Institut d'Économie Industrielle (IDEI), Toulouse School of Economics (TSE);Groupe de Recherche en Économie Mathématique et Quantitative (GREMAQ), Toulouse School of Economics (TSE);672.76;http://ideas.repec.org/top/top.france.html;;;
724;[863];Eric Mengus Départment de Finance et Économie, HEC Paris (École des Hautes Études Commerciales), Jouy-en-Josas;/f/pme605.html;Eric  Mengus;Départment de Finance et Économie, HEC Paris (École des Hautes Études Commerciales);;673.97;http://ideas.repec.org/top/top.france.html;;;
725;[848];Veronique Genre Banque de France, Paris;/f/pge264.html;Veronique  Genre;Banque de France;;674;http://ideas.repec.org/top/top.france.html;;;
726;[814];Gérard Ballot Centre de Recherche en Économie et Droit (CRED), Département de Sciences Économiques et de Gestion, Université Panthéon-Assas (Paris II), Paris;/f/pba1130.html;Gérard  Ballot;Centre de Recherche en Économie et Droit (CRED), Département de Sciences Économiques et de Gestion, Université Panthéon-Assas (Paris II);;674.48;http://ideas.repec.org/top/top.france.html;;;
727;[802];Isabel Maria Bodas Freitas Grenoble École de Management, Grenoble;/f/pbo472.html;Isabel Maria  Bodas Freitas;Grenoble École de Management;;674.85;http://ideas.repec.org/top/top.france.html;;;
728;[787];Thomas Breda Paris School of Economics, Paris;/f/pbr415.html;Thomas  Breda;Paris School of Economics;;675.3;http://ideas.repec.org/top/top.france.html;;;
729;[723];Alain Beraud Théorie Économique, Modélisation, Application (THEMA), Université de Cergy-Pontoise, Cergy-Pontoise;/e/pbe170.html;Alain  Beraud;Théorie Économique, Modélisation, Application (THEMA), Université de Cergy-Pontoise;;675.52;http://ideas.repec.org/top/top.france.html;;;
730;[815];Stéphane De Cara Économie Publique, Département Sciences Sociales, Agriculture et Alimentation, Espace et Environnement (SAE2), Institut National de la Recherche Agronomique (INRA), Paris-Grignon;/f/pde307.html;Stéphane  De Cara;Économie Publique, Département Sciences Sociales, Agriculture et Alimentation, Espace et Environnement (SAE2), Institut National de la Recherche Agronomique (INRA);;676.03;http://ideas.repec.org/top/top.france.html;;;
731;[690];Stéphane Loisel Institut de Science Financière et d'Assurances (École ISFA), Université Claude Bernard (Lyon 1), Lyon;/e/plo60.html;Stéphane  Loisel;Institut de Science Financière et d'Assurances (École ISFA), Université Claude Bernard (Lyon 1);;676.41;http://ideas.repec.org/top/top.france.html;;;
732;[730];Jean-Philippe Boussemart UFR Mathématiques Sciences Économiques et Sociales, Université Charles-de-Gaulle (Lille 3), LilleIÉSEG School of Management, Université Catholique de Lille, LilleLille Économie et Management (LEM), France;/f/pbo387.html;Jean-Philippe  Boussemart;UFR Mathématiques Sciences Économiques et Sociales, Université Charles-de-Gaulle (Lille 3);IÉSEG School of Management, Université Catholique de Lille;678.27;http://ideas.repec.org/top/top.france.html;Lille Économie et Management (LEM);;
733;[645];Olivier Gergaud Kedge Business School, Marseille / Bordeaux;/e/pge19.html;Olivier  Gergaud;Kedge Business School;;679.37;http://ideas.repec.org/top/top.france.html;;;
734;[751];Evens Salies Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris;/f/psa205.html;Evens  Salies;Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po;;679.78;http://ideas.repec.org/top/top.france.html;;;
735;[817];Daniel Laskar Paris School of Economics, Paris;/f/pla488.html;Daniel  Laskar;Paris School of Economics;;679.95;http://ideas.repec.org/top/top.france.html;;;
736;[782];Pluvia Zuniga Directorate for Science, Technology and Industry (DSTI), Organisation de Coopération et de Développement Économiques (OCDE), Paris;/e/pzu23.html;Pluvia  Zuniga;Directorate for Science, Technology and Industry (DSTI), Organisation de Coopération et de Développement Économiques (OCDE);;680.77;http://ideas.repec.org/top/top.france.html;;;
737;[332];Jaejoon Woo Economics Department, Organisation de Coopération et de Développement Économiques (OCDE), Paris;/e/pwo30.html;Jaejoon  Woo;Economics Department, Organisation de Coopération et de Développement Économiques (OCDE);;680.98;http://ideas.repec.org/top/top.france.html;;;
738;[758];Peter N. Gal Economics Department, Organisation de Coopération et de Développement Économiques (OCDE), Paris;/f/pga530.html;Peter N. Gal;Economics Department, Organisation de Coopération et de Développement Économiques (OCDE);;681.59;http://ideas.repec.org/top/top.france.html;;;
739;[879];Nathalie Etchart-Vincent Centre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne), Paris;/e/pet7.html;Nathalie  Etchart-Vincent;Centre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne);;681.92;http://ideas.repec.org/top/top.france.html;;;
740;[822];Frédéric Dufourt Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM), Aix-Marseille School of Economics (AMSE), Marseille;/e/pdu22.html;Frédéric  Dufourt;Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM), Aix-Marseille School of Economics (AMSE);;683.21;http://ideas.repec.org/top/top.france.html;;;
741;[133];Adrien Verdelhan Banque de France, Paris;/e/pve80.html;Adrien  Verdelhan;Banque de France;;685.09;http://ideas.repec.org/top/top.france.html;;;
742;[857];Gilles Lafforgue Pôle Économie-Finance et Droit, Groupe ESC Toulouse, Toulouse;/f/pla425.html;Gilles  Lafforgue;Pôle Économie-Finance et Droit, Groupe ESC Toulouse;;685.24;http://ideas.repec.org/top/top.france.html;;;
743;[810];Thierry Debrand Institut de Recherche et Documentation en Économie de la Santé (IRDES), Paris;/f/pde432.html;Thierry  Debrand;Institut de Recherche et Documentation en Économie de la Santé (IRDES);;685.44;http://ideas.repec.org/top/top.france.html;;;
744;[813];Anita Wölfl Economics Department, Organisation de Coopération et de Développement Économiques (OCDE), Paris;/e/pwl6.html;Anita  Wölfl;Economics Department, Organisation de Coopération et de Développement Économiques (OCDE);;685.85;http://ideas.repec.org/top/top.france.html;;;
745;[665];Louis de Mesnard Centre de Recherche en Gestion des Organisations (CREGO), Université de Bourgogne, Dijon;/f/pde398.html;Louis  de Mesnard;Centre de Recherche en Gestion des Organisations (CREGO), Université de Bourgogne;;686.57;http://ideas.repec.org/top/top.france.html;;;
746;[304];Facundo Alvaredo Paris School of Economics, Paris;/e/pal97.html;Facundo  Alvaredo;Paris School of Economics;;686.62;http://ideas.repec.org/top/top.france.html;;;
747;[775];Guillaume P. Gruère Trade and Agriculture Directorate, Organisation de Coopération et de Développement Économiques (OCDE), Paris;/e/pgr132.html;Guillaume P. Gruère;Trade and Agriculture Directorate, Organisation de Coopération et de Développement Économiques (OCDE);;686.89;http://ideas.repec.org/top/top.france.html;;;
748;[842];Edith Ginglinger Dauphine Recherches en Management (DRM), Université Paris-Dauphine (Paris IX), ParisCentre de Recherches sur la Gestion (CEREG), Dauphine Recherches en Management (DRM), Université Paris-Dauphine (Paris IX), Paris;/e/pgi79.html;Edith  Ginglinger;Dauphine Recherches en Management (DRM), Université Paris-Dauphine (Paris IX);Centre de Recherches sur la Gestion (CEREG), Dauphine Recherches en Management (DRM), Université Paris-Dauphine (Paris IX);687.21;http://ideas.repec.org/top/top.france.html;;;
749;[891];Alain Pirotte Centre de Recherche en Économie et Droit (CRED), Département de Sciences Économiques et de Gestion, Université Panthéon-Assas (Paris II), Paris;/e/ppi65.html;Alain  Pirotte;Centre de Recherche en Économie et Droit (CRED), Département de Sciences Économiques et de Gestion, Université Panthéon-Assas (Paris II);;687.88;http://ideas.repec.org/top/top.france.html;;;
750;[872];Emmanuelle Nys Laboratoire d'Analyse et de Prospective Économique (LAPE), Faculté de Droit et des Sciences Économiques, Université de Limoges, Limoges;/e/pny29.html;Emmanuelle  Nys;Laboratoire d'Analyse et de Prospective Économique (LAPE), Faculté de Droit et des Sciences Économiques, Université de Limoges;;688.74;http://ideas.repec.org/top/top.france.html;;;
751;[703];Antoine Mandel Centre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne), ParisParis School of Economics, Paris;/f/pma693.html;Antoine  Mandel;Centre d'Économie de la Sorbonne, Université Paris 1 (Panthéon-Sorbonne);Paris School of Economics;689.52;http://ideas.repec.org/top/top.france.html;;;
752;[855];Anne Epaulard Laboratoire d'Économie de Dauphine (LEDa), Université Paris-Dauphine (Paris IX), ParisStratégie et Dynamiques Financiès (SDFi), Laboratoire d'Économie de Dauphine (LEDa), Université Paris-Dauphine (Paris IX), Paris;/e/pep6.html;Anne  Epaulard;Laboratoire d'Économie de Dauphine (LEDa), Université Paris-Dauphine (Paris IX);Stratégie et Dynamiques Financiès (SDFi), Laboratoire d'Économie de Dauphine (LEDa), Université Paris-Dauphine (Paris IX);689.97;http://ideas.repec.org/top/top.france.html;;;
753;[825];Pascal Nguyen École Supérieure de Commerce et de Management (ESDES), Université Catholique de Lyon, Lyon;/e/png71.html;Pascal  Nguyen;École Supérieure de Commerce et de Management (ESDES), Université Catholique de Lyon;;691.79;http://ideas.repec.org/top/top.france.html;;;
754;[861];Vincenzo Caponi Centre de Recherche en Économie et Statistique (CREST), France;/e/pca186.html;Vincenzo  Caponi;Centre de Recherche en Économie et Statistique (CREST);;691.95;http://ideas.repec.org/top/top.france.html;;;
755;[853];Adrian Penalver Banque de France, Paris;/f/ppe794.html;Adrian  Penalver;Banque de France;;693.46;http://ideas.repec.org/top/top.france.html;;;
756;[728];Bernard Walliser Paris School of Economics, Paris;/e/pwa186.html;Bernard  Walliser;Paris School of Economics;;694.61;http://ideas.repec.org/top/top.france.html;;;
757;[821];Jean-Pascal Bassino;/f/pba1442.html;Jean-Pascal  Bassino;;;694.68;http://ideas.repec.org/top/top.france.html;;;
758;[828];Guy Meunier Alimentation et Sciences Sociales (ALISS), Département Sciences Sociales, Agriculture et Alimentation, Espace et Environnement (SAE2), Institut National de la Recherche Agronomique (INRA), IvryDépartement d'Économie, École Polytechnique, Palaiseau;/f/pme281.html;Guy  Meunier;Alimentation et Sciences Sociales (ALISS), Département Sciences Sociales, Agriculture et Alimentation, Espace et Environnement (SAE2), Institut National de la Recherche Agronomique (INRA);Département d'Économie, École Polytechnique;694.86;http://ideas.repec.org/top/top.france.html;;;
759;[871];Muge Adalet Economics Department, Organisation de Coopération et de Développement Économiques (OCDE), Paris;/e/pad85.html;Muge  Adalet;Economics Department, Organisation de Coopération et de Développement Économiques (OCDE);;695.7;http://ideas.repec.org/top/top.france.html;;;
760;[811];Raphael Suire Centre de Recherche en Économie et Management (CREM), Rennes/CaenLaboratoire d'Économie et de Management de Nantes-Atlantique (LEMNA), Institut d'Économie et de Management de Nantes (IAE), Université de Nantes, Nantes;/e/psu78.html;Raphael  Suire;Centre de Recherche en Économie et Management (CREM);Laboratoire d'Économie et de Management de Nantes-Atlantique (LEMNA), Institut d'Économie et de Management de Nantes (IAE), Université de Nantes;695.82;http://ideas.repec.org/top/top.france.html;;;
761;[770];Antoine Parent Laboratoire Aménagement Eacute;conomie Transports (LAET), Université de Lyon, LyonCliométrie et Complexité, Institut Rhônalpin des Systèmes Complexes (IXXI), Lyon;/f/ppa885.html;Antoine  Parent;Laboratoire Aménagement Eacute;conomie Transports (LAET), Université de Lyon;Cliométrie et Complexité, Institut Rhônalpin des Systèmes Complexes (IXXI);695.98;http://ideas.repec.org/top/top.france.html;;;
762;[844];Stephen Bazen Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM), Aix-Marseille School of Economics (AMSE), Marseille;/e/pba89.html;Stephen  Bazen;Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM), Aix-Marseille School of Economics (AMSE);;696.21;http://ideas.repec.org/top/top.france.html;;;
763;[889];Anne Perrot Autorité de la Concurrence, Government of France, Paris;/e/ppe39.html;Anne  Perrot;Autorité de la Concurrence, Government of France;;699.01;http://ideas.repec.org/top/top.france.html;;;
764;[689];Helmi Hamdi Centre d'Études et de Recherche en Gestion (CERGAM), Institut d'Administration des Entreprises (IAE), Université d'Aix-Marseille AMU, Aix-en-Provence;/f/pha708.html;Helmi  Hamdi;Centre d'Études et de Recherche en Gestion (CERGAM), Institut d'Administration des Entreprises (IAE), Université d'Aix-Marseille AMU;;699.03;http://ideas.repec.org/top/top.france.html;;;
765;[736];Sabri Boubaker Groupe ESC Troyes, Troyes;/f/pbo295.html;Sabri  Boubaker;Groupe ESC Troyes;;699.65;http://ideas.repec.org/top/top.france.html;;;
766;[631];Gérard Cornilleau Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po, Paris;/f/pco314.html;Gérard  Cornilleau;Centre de recherche en Économie (OFCE), Sciences économiques, Sciences Po;;699.72;http://ideas.repec.org/top/top.france.html;;;
767;[850];Raja Chakir Économie Publique, Département Sciences Sociales, Agriculture et Alimentation, Espace et Environnement (SAE2), Institut National de la Recherche Agronomique (INRA), Paris-Grignon;/f/pch446.html;Raja  Chakir;Économie Publique, Département Sciences Sociales, Agriculture et Alimentation, Espace et Environnement (SAE2), Institut National de la Recherche Agronomique (INRA);;700.67;http://ideas.repec.org/top/top.france.html;;;
768;[845];Melika Ben Salem Équipe de Recherche sur l'Utilisation des Données Individuelles en lien avec la Théorie Économique (ERUDITE), Université Paris-Est, CréteilParis School of Economics, Paris;/f/pbe726.html;Melika  Ben Salem;Équipe de Recherche sur l'Utilisation des Données Individuelles en lien avec la Théorie Économique (ERUDITE), Université Paris-Est;Paris School of Economics;700.77;http://ideas.repec.org/top/top.france.html;;;
769;[745];Angel Melguizo Centre de développement, Organisation de Coopération et de Développement Économiques (OCDE), Paris;/f/pme327.html;Angel  Melguizo;Centre de développement, Organisation de Coopération et de Développement Économiques (OCDE);;701.27;http://ideas.repec.org/top/top.france.html;;;
